,MUNICIPIOS,latitude,longitude,SISTEMAS_GD,POTÊNCIA (w),N_MOD,TOTAL PESO (kg),TOTAL VIDRO (kg),TOTAL ALUMÍNIO (kg),TOTAL SILÍCIO (kg),TOTAL POLÍMERO (kg),TOTAL ZINCO (kg),TOTAL CHUMBO (kg),TOTAL COBRE (kg),TOTAL PRATA (kg)
1750,Santa Maria do Suaçuí,-18.1896,-42.4139,117,393.0,694.0,77716.0,57509.840000000004,7771.6,2331.48,5051.54,93.25919999999999,77.716,466.296,4.66296
1751,Senhora dos Remédios,-21.0351,-43.5812,56,1664.0,3100.0,36185.0,26776.899999999998,3618.5,1085.55,2352.025,43.422,36.185,217.11,2.1711
1752,Maria da Fé,-22.3044,-45.3773,100,10577.0,19147.0,279655.0,206944.69999999998,27965.5,8389.65,18177.575,335.58599999999996,279.65500000000003,1677.93,16.779300000000003
1753,Conceição do Pará,-19.7456,-44.8945,146,570.0,1022.0,125990.0,93232.6,12599.0,3779.7,8189.35,151.188,125.99000000000001,755.94,7.5594
1754,Central de Minas,-18.7612,-41.3143,99,14465.0,31339.0,49142.0,36365.08,4914.2,1474.26,3194.23,58.9704,49.142,294.85200000000003,2.9485200000000003
1755,Engenheiro Navarro,-17.2831,-43.947,43,1256.0,3521.0,55596.0,41141.04,5559.6,1667.8799999999999,3613.7400000000002,66.7152,55.596000000000004,333.576,3.33576
1756,Arceburgo,-21.359,-46.9401,144,383.0,682.0,89407.0,66161.18,8940.7,2682.21,5811.455,107.2884,89.407,536.442,5.36442
1757,Ouro Fino,-22.2779,-46.3716,696,814.0,1426.0,331166.0,245062.84,33116.6,9934.98,21525.79,397.39919999999995,331.166,1986.996,19.86996
1758,Doresópolis,-20.2868,-45.9007,25,656.0,1291.0,15820.0,11706.8,1582.0,474.59999999999997,1028.3,18.983999999999998,15.82,94.92,0.9492
1759,Alto Rio Doce,-21.0281,-43.4067,125,6364.0,12191.0,64747.0,47912.78,6474.7,1942.4099999999999,4208.555,77.6964,64.747,388.482,3.88482
1760,Alpercata,-18.974,-41.97,145,9326.0,29608.0,87797.0,64969.78,8779.7,2633.91,5706.805,105.3564,87.797,526.782,5.26782
1761,Bom Jesus da Penha,-21.0148,-46.5174,61,1985.0,3365.0,54264.0,40155.36,5426.4,1627.9199999999998,3527.16,65.1168,54.264,325.584,3.25584
1762,Rio Preto,-22.0861,-43.8293,58,2161.0,3913.0,89956.0,66567.44,8995.6,2698.68,5847.14,107.9472,89.956,539.736,5.39736
1763,Além Paraíba,-21.8797,-42.7176,498,47.0,75.0,249603.0,184706.22,24960.3,7488.089999999999,16224.195000000002,299.5236,249.603,1497.618,14.97618
1764,Carmo do Rio Claro,-20.9736,-46.1149,518,439.0,827.0,515596.0,381541.04,51559.6,15467.88,33513.74,618.7152,515.596,3093.576,30.935760000000002
1765,Perdões,-21.0932,-45.0896,273,2108.0,4479.0,184979.0,136884.46,18497.9,5549.37,12023.635,221.9748,184.979,1109.874,11.098740000000001
1766,Santa Vitória,-18.8414,-50.1208,626,674.0,1204.0,319340.0,236311.6,31934.0,9580.199999999999,20757.100000000002,383.20799999999997,319.34000000000003,1916.04,19.1604
1767,Cruzeiro da Fortaleza,-18.944,-46.6669,114,1141.0,2192.0,92373.0,68356.02,9237.3,2771.19,6004.245,110.84759999999999,92.373,554.238,5.5423800000000005
1768,Sabará,-19.884,-43.8263,436,1371.0,2517.0,452262.0,334673.88,45226.2,13567.859999999999,29397.030000000002,542.7144,452.262,2713.572,27.135720000000003
1769,Itaverava,-20.6769,-43.6141,53,29.0,44.0,103944.0,76918.56,10394.4,3118.3199999999997,6756.360000000001,124.7328,103.944,623.664,6.23664
1770,Belo Oriente,-19.2199,-42.4828,458,2952.0,7837.0,217895.0,161242.3,21789.5,6536.849999999999,14163.175000000001,261.474,217.895,1307.3700000000001,13.0737
1771,Pratápolis,-20.7411,-46.8624,259,206.0,376.0,306076.0,226496.24,30607.6,9182.28,19894.94,367.29119999999995,306.076,1836.456,18.36456
1772,Alterosa,-21.2488,-46.1387,154,1015.0,2061.0,90921.0,67281.54000000001,9092.1,2727.6299999999997,5909.865,109.1052,90.921,545.526,5.45526
1773,Oratórios,-20.4298,-42.7977,16,154.0,306.0,19454.0,14395.96,1945.4,583.62,1264.51,23.344799999999996,19.454,116.724,1.16724
1774,Nova Resende,-21.1286,-46.4157,365,3047.0,4934.0,252308.0,186707.92,25230.8,7569.24,16400.02,302.76959999999997,252.308,1513.848,15.13848
1775,Águas Formosas,-17.0802,-40.9384,152,7011.0,16338.0,87462.0,64721.88,8746.2,2623.8599999999997,5685.03,104.95439999999999,87.462,524.772,5.24772
1776,Sacramento,-19.8622,-47.4508,585,369.0,602.0,706070.0,522491.8,70607.0,21182.1,45894.55,847.284,706.07,4236.42,42.364200000000004
1777,Franciscópolis,-17.9578,-42.0094,12,1177.0,1740.0,6800.0,5032.0,680.0,204.0,442.0,8.16,6.800000000000001,40.8,0.40800000000000003
1778,São Gotardo,-19.3087,-46.0465,383,5494.0,10784.0,251707.0,186263.18,25170.7,7551.21,16360.955,302.04839999999996,251.707,1510.242,15.10242
1779,Corinto,-18.369,-44.4542,412,925.0,1587.0,1462598.0,1082322.52,146259.8,43877.939999999995,95068.87000000001,1755.1175999999998,1462.598,8775.588,87.75588
1780,Rio Acima,-20.0876,-43.7878,135,1401.0,2882.0,50166.0,37122.84,5016.6,1504.98,3260.79,60.1992,50.166000000000004,300.996,3.00996
1781,Santa Margarida,-20.3839,-42.2519,117,2272.0,4015.0,57969.0,42897.06,5796.9,1739.07,3767.985,69.5628,57.969,347.814,3.4781400000000002
1782,Canaã,-20.6869,-42.6167,55,1220.0,3323.0,61313.0,45371.62,6131.3,1839.3899999999999,3985.3450000000003,73.5756,61.313,367.878,3.67878
1783,Cruzília,-21.84,-44.8067,88,1362.0,2579.0,69099.0,51133.26,6909.9,2072.97,4491.435,82.91879999999999,69.099,414.594,4.14594
1784,Bonfinópolis de Minas,-16.568,-45.9839,63,5958.0,11264.0,670340.0,496051.6,67034.0,20110.199999999997,43572.100000000006,804.4079999999999,670.34,4022.04,40.220400000000005
1785,Arinos,-15.9187,-46.1043,171,5490.0,14077.0,243576.0,180246.24,24357.6,7307.28,15832.44,292.29119999999995,243.576,1461.4560000000001,14.61456
1786,Presidente Kubitschek,-18.6193,-43.5628,14,97.0,140.0,8320.0,6156.8,832.0,249.6,540.8000000000001,9.984,8.32,49.92,0.4992
1787,Guarda-Mor,-17.7673,-47.0998,188,532.0,842.0,626319.0,463476.06,62631.9,18789.57,40710.735,751.5828,626.3190000000001,3757.914,37.57914
1788,Santa Juliana,-19.3108,-47.5322,236,762.0,1612.0,277364.0,205249.36,27736.4,8320.92,18028.66,332.8368,277.36400000000003,1664.184,16.641840000000002
1789,Baldim,-19.2832,-43.9613,148,10813.0,18126.0,147814.0,109382.36,14781.4,4434.42,9607.91,177.37679999999997,147.814,886.884,8.86884
1790,Barroso,-21.1907,-43.972,126,733.0,1373.0,62912.0,46554.88,6291.2,1887.36,4089.28,75.4944,62.912,377.472,3.7747200000000003
1791,Campo Belo,-20.8932,-45.2699,568,3098.0,5515.0,470395.0,348092.3,47039.5,14111.85,30575.675,564.4739999999999,470.39500000000004,2822.37,28.2237
1792,Conceição do Mato Dentro,-19.0344,-43.4221,83,7167.0,13733.0,58728.0,43458.72,5872.8,1761.84,3817.32,70.47359999999999,58.728,352.368,3.52368
1793,Buritis,-10.1943,-63.8324,599,609.0,1009.0,496603.0,367486.22,49660.3,14898.09,32279.195,595.9236,496.603,2979.618,29.79618
1794,Buritis,-15.6218,-46.4221,599,553.0,1111.0,496603.0,367486.22,49660.3,14898.09,32279.195,595.9236,496.603,2979.618,29.79618
1795,Poços de Caldas,-21.78,-46.5692,1319,1474.0,2439.0,923812.0,683620.88,92381.2,27714.36,60047.78,1108.5744,923.812,5542.872,55.42872
1796,Brazópolis,-22.4743,-45.6166,190,19572.0,52636.0,96592.0,71478.08,9659.2,2897.7599999999998,6278.4800000000005,115.9104,96.592,579.552,5.79552
1797,Carmo da Cachoeira,-21.4633,-45.2201,99,2303.0,3985.0,123472.0,91369.28,12347.2,3704.16,8025.68,148.16639999999998,123.47200000000001,740.832,7.408320000000001
1798,Buritizeiro,-17.3656,-44.9606,254,598.0,984.0,1152461.0,852821.14,115246.1,34573.83,74909.965,1382.9532,1152.461,6914.7660000000005,69.14766
1799,Faria Lemos,-20.8097,-42.0213,54,7805.0,21161.0,84055.0,62200.7,8405.5,2521.65,5463.575,100.866,84.05499999999999,504.33,5.0433
1800,Paineiras,-18.8993,-45.5321,88,11413.0,26441.0,45524.0,33687.76,4552.4,1365.72,2959.06,54.6288,45.524,273.144,2.73144
1801,Serra Azul de Minas,-18.3602,-43.1675,6,602.0,976.0,2700.0,1998.0,270.0,81.0,175.5,3.24,2.6999999999999997,16.2,0.162
1802,Santa Cruz de Minas,-21.1241,-44.2202,62,2111.0,5292.0,34742.0,25709.08,3474.2,1042.26,2258.23,41.6904,34.742,208.452,2.08452
1803,Lajinha,-20.1539,-41.6228,174,183109.0,451545.0,105202.0,77849.48,10520.2,3156.06,6838.13,126.24239999999999,105.202,631.212,6.31212
1804,Mirabela,-16.256,-44.1602,89,201.0,331.0,827776.0,612554.24,82777.6,24833.28,53805.44,993.3311999999999,827.776,4966.656,49.66656
1805,Piranguinho,-22.395,-45.5324,177,397.0,851.0,82578.0,61107.72,8257.8,2477.3399999999997,5367.570000000001,99.0936,82.578,495.468,4.95468
1806,Engenheiro Caldas,-19.2065,-42.0503,148,687.0,1281.0,108689.0,80429.86,10868.9,3260.67,7064.785,130.4268,108.68900000000001,652.134,6.52134
1807,Lagoa Grande,-17.8323,-46.5165,494,539.0,922.0,992525.0,734468.5,99252.5,29775.75,64514.125,1191.03,992.5250000000001,5955.15,59.551500000000004
1808,Lagoa Grande,-8.99452,-40.2767,494,403.0,803.0,992525.0,734468.5,99252.5,29775.75,64514.125,1191.03,992.5250000000001,5955.15,59.551500000000004
1809,Nepomuceno,-21.2324,-45.235,364,841.0,1544.0,198026.0,146539.24,19802.6,5940.78,12871.69,237.63119999999998,198.026,1188.156,11.88156
1810,Santa Cruz do Escalvado,-20.2372,-42.8169,53,109.0,168.0,26877.0,19888.98,2687.7,806.31,1747.005,32.252399999999994,26.877000000000002,161.262,1.61262
1811,Itapeva,-23.9788,-48.8764,504,460.0,1015.0,755504.0,559072.96,75550.4,22665.12,49107.76,906.6048,755.504,4533.024,45.33024
1812,Itapeva,-22.7665,-46.2241,504,2801.0,4510.0,755504.0,559072.96,75550.4,22665.12,49107.76,906.6048,755.504,4533.024,45.33024
1813,Piedade de Ponte Nova,-20.2438,-42.7379,333,4050.0,6307.0,266312.0,197070.88,26631.2,7989.36,17310.28,319.57439999999997,266.312,1597.872,15.978720000000001
1814,Espera Feliz,-20.6508,-41.9119,303,263.0,406.0,166990.0,123572.6,16699.0,5009.7,10854.35,200.38799999999998,166.99,1001.94,10.019400000000001
1815,Monte Alegre de Minas,-18.869,-48.881,397,573.0,892.0,284708.0,210683.92,28470.8,8541.24,18506.02,341.64959999999996,284.708,1708.248,17.08248
1816,Campina Verde,-19.5382,-49.4862,617,3684.0,5778.0,342431.0,253398.94,34243.1,10272.93,22258.015,410.9172,342.431,2054.5860000000002,20.54586
1817,Campos Altos,-19.6914,-46.1725,155,170.0,275.0,373935.0,276711.89999999997,37393.5,11218.05,24305.775,448.722,373.935,2243.61,22.4361
1818,Dores do Indaiá,-19.4628,-45.5927,279,1155.0,1957.0,187237.0,138555.38,18723.7,5617.11,12170.405,224.68439999999998,187.237,1123.422,11.23422
1819,Carmo da Mata,-20.5575,-44.8735,196,49.0,154.0,153288.0,113433.12,15328.8,4598.639999999999,9963.720000000001,183.94559999999998,153.288,919.7280000000001,9.197280000000001
1820,Moeda,-20.3399,-44.0509,91,1533.0,2347.0,54574.0,40384.76,5457.4,1637.22,3547.3100000000004,65.4888,54.574,327.444,3.2744400000000002
1821,São João do Oriente,-19.3384,-42.1575,132,48680.0,106224.0,90216.0,66759.84,9021.6,2706.48,5864.04,108.25919999999999,90.216,541.296,5.41296
1822,Carmópolis de Minas,-20.5396,-44.6336,162,168.0,270.0,144890.0,107218.6,14489.0,4346.7,9417.85,173.868,144.89000000000001,869.34,8.6934
1823,Pedra Azul,-16.0086,-41.2909,58,3732.0,7050.0,45020.0,33314.8,4502.0,1350.6,2926.3,54.023999999999994,45.02,270.12,2.7012
1824,Buenópolis,-17.8744,-44.1775,93,11845.0,22857.0,52625.0,38942.5,5262.5,1578.75,3420.625,63.14999999999999,52.625,315.75,3.1575
1825,Lagamar,-18.1759,-46.8063,151,369.0,777.0,90156.0,66715.44,9015.6,2704.68,5860.14,108.18719999999999,90.156,540.936,5.40936
1826,Capinópolis,-18.6862,-49.5706,448,584.0,1199.0,213979.0,158344.46,21397.9,6419.37,13908.635,256.77479999999997,213.979,1283.874,12.83874
1827,Patrocínio do Muriaé,-21.1544,-42.2125,69,602.0,1015.0,30999.0,22939.26,3099.9,929.9699999999999,2014.9350000000002,37.1988,30.999,185.994,1.8599400000000001
1828,Bom Jesus do Amparo,-19.7054,-43.4782,68,351.0,681.0,86576.0,64066.240000000005,8657.6,2597.2799999999997,5627.4400000000005,103.8912,86.57600000000001,519.456,5.19456
1829,Mesquita,-22.8028,-43.4601,419,1995.0,4311.0,191357.0,141604.18,19135.7,5740.71,12438.205,229.62839999999997,191.357,1148.142,11.48142
1830,Mesquita,-19.224,-42.6079,419,112.0,230.0,191357.0,141604.18,19135.7,5740.71,12438.205,229.62839999999997,191.357,1148.142,11.48142
1831,Ubaporanga,-19.6351,-42.1059,239,2188.0,4109.0,127732.0,94521.68,12773.2,3831.96,8302.58,153.27839999999998,127.732,766.392,7.66392
1832,Divino,-20.6134,-42.1438,221,30624.0,55262.0,109494.0,81025.56,10949.4,3284.8199999999997,7117.110000000001,131.3928,109.494,656.964,6.56964
1833,Carandaí,-20.9566,-43.811,188,23986.0,43262.0,147625.0,109242.5,14762.5,4428.75,9595.625,177.14999999999998,147.625,885.75,8.8575
1834,São Roque de Minas,-20.249,-46.3639,179,610.0,983.0,129656.0,95945.44,12965.6,3889.68,8427.64,155.5872,129.656,777.936,7.7793600000000005
1835,São Gonçalo do Rio Abaixo,-19.8221,-43.366,104,63.0,98.0,86361.0,63907.14,8636.1,2590.83,5613.465,103.63319999999999,86.361,518.166,5.18166
1836,São João Nepomuceno,-21.5381,-43.0069,395,1169.0,2006.0,216259.0,160031.66,21625.9,6487.7699999999995,14056.835000000001,259.51079999999996,216.25900000000001,1297.554,12.97554
1837,Coimbra,-20.8535,-42.8008,93,3683.0,5575.0,75305.0,55725.7,7530.5,2259.15,4894.825,90.36599999999999,75.305,451.83,4.5183
1838,São Geraldo,-20.9252,-42.8364,107,159.0,316.0,99324.0,73499.76,9932.4,2979.72,6456.06,119.18879999999999,99.324,595.9440000000001,5.95944
1839,Congonhal,-22.1488,-46.043,105,2414.0,3746.0,55756.0,41259.44,5575.6,1672.6799999999998,3624.1400000000003,66.90719999999999,55.756,334.536,3.3453600000000003
1840,Angelândia,-17.7279,-42.2641,35,3915.0,7927.0,34270.0,25359.8,3427.0,1028.1,2227.55,41.123999999999995,34.27,205.62,2.0562
1841,Chiador,-21.9996,-43.0617,10,894.0,1577.0,233666.0,172912.84,23366.600000000002,7009.98,15188.29,280.39919999999995,233.666,1401.996,14.01996
1842,Bicas,-21.7232,-43.056,124,2292.0,5403.0,68311.0,50550.14,6831.1,2049.33,4440.215,81.97319999999999,68.311,409.866,4.09866
1843,São Gonçalo do Pará,-19.9822,-44.8593,216,1788.0,3786.0,216349.0,160098.26,21634.9,6490.469999999999,14062.685000000001,259.61879999999996,216.34900000000002,1298.094,12.98094
1844,Matutina,-19.2179,-45.9664,51,306.0,498.0,35671.0,26396.54,3567.1,1070.1299999999999,2318.6150000000002,42.8052,35.671,214.026,2.14026
1845,Serranópolis de Minas,-15.8176,-42.8732,33,1961.0,3869.0,14255.0,10548.7,1425.5,427.65,926.575,17.105999999999998,14.255,85.53,0.8553000000000001
1846,Galiléia,-19.0005,-41.5387,208,1065.0,1904.0,113891.0,84279.34,11389.1,3416.73,7402.915,136.6692,113.891,683.346,6.8334600000000005
1847,Inhaúma,-19.4898,-44.3934,119,1035.0,1955.0,139060.0,102904.40000000001,13906.0,4171.8,9038.9,166.87199999999999,139.06,834.36,8.3436
1848,São Domingos das Dores,-19.5246,-42.0106,113,22.0,37.0,69462.0,51401.88,6946.2,2083.86,4515.03,83.3544,69.462,416.772,4.16772
1849,Coromandel,-18.4734,-47.1933,577,2264.0,4118.0,853288.0,631433.12,85328.8,25598.64,55463.72,1023.9455999999999,853.288,5119.728,51.19728
1850,Piedade de Caratinga,-19.7593,-42.0756,148,268.0,564.0,101043.0,74771.82,10104.300000000001,3031.29,6567.795,121.2516,101.043,606.258,6.06258
1851,Santana do Manhuaçu,-20.1031,-41.9278,60,2115.0,3586.0,62557.0,46292.18,6255.7,1876.71,4066.205,75.0684,62.557,375.342,3.75342
1852,São Miguel do Anta,-20.7067,-42.7174,199,1220.0,2317.0,106371.0,78714.54,10637.1,3191.13,6914.115,127.64519999999999,106.37100000000001,638.226,6.3822600000000005
1853,Cabo Verde,-21.4699,-46.3919,144,24069.0,71846.0,116229.0,86009.46,11622.9,3486.87,7554.885,139.4748,116.229,697.374,6.97374
1854,Durandé,-20.2058,-41.7977,41,2859.0,8397.0,98338.0,72770.12,9833.8,2950.14,6391.97,118.00559999999999,98.33800000000001,590.028,5.9002799999999995
1855,Antônio Dias,-19.6491,-42.8732,75,256.0,396.0,103170.0,76345.8,10317.0,3095.1,6706.05,123.80399999999999,103.17,619.02,6.1902
1856,Braúnas,-19.0562,-42.7099,95,4248.0,7658.0,104261.0,77153.14,10426.1,3127.83,6776.965,125.11319999999999,104.261,625.566,6.25566
1857,Caiana,-20.6956,-41.9292,56,4431.0,8139.0,101600.0,75184.0,10160.0,3048.0,6604.0,121.91999999999999,101.6,609.6,6.096
1858,Santa Efigênia de Minas,-18.8235,-42.4388,18,1631.0,2738.0,70795.0,52388.299999999996,7079.5,2123.85,4601.675,84.954,70.795,424.77000000000004,4.2477
1859,Munhoz,-22.6092,-46.362,62,1143.0,1913.0,40855.0,30232.7,4085.5,1225.6499999999999,2655.5750000000003,49.025999999999996,40.855000000000004,245.13,2.4513
1860,Extrema,-22.854,-46.3178,342,12547.0,27683.0,199795.0,147848.3,19979.5,5993.849999999999,12986.675000000001,239.754,199.795,1198.77,11.9877
1861,Madre de Deus de Minas,-21.483,-44.3287,95,2882.0,6620.0,80175.0,59329.5,8017.5,2405.25,5211.375,96.21,80.175,481.05,4.8105
1862,Volta Grande,-21.7671,-42.5375,49,2621.0,4899.0,27251.0,20165.74,2725.1,817.53,1771.315,32.7012,27.251,163.506,1.63506
1863,Pequeri,-21.8341,-43.1145,24,6782.0,12695.0,26335.0,19487.9,2633.5,790.05,1711.775,31.601999999999997,26.335,158.01,1.5801
1864,São Félix de Minas,-18.5959,-41.4889,41,7714.0,16774.0,33850.0,25049.0,3385.0,1015.5,2200.25,40.62,33.85,203.1,2.031
1865,Bueno Brandão,-22.4383,-46.3491,168,4452.0,8811.0,74374.0,55036.76,7437.4,2231.22,4834.31,89.24879999999999,74.374,446.244,4.46244
1866,Santo Antônio do Itambé,-18.4609,-43.3006,9,3113.0,5593.0,9570.0,7081.8,957.0,287.1,622.05,11.483999999999998,9.57,57.42,0.5742
1867,Ibituruna,-21.1541,-44.7479,24,1596.0,2804.0,16332.0,12085.68,1633.2,489.96,1061.5800000000002,19.598399999999998,16.332,97.992,0.97992
1868,Jesuânia,-21.9887,-45.2911,40,987.0,1577.0,43019.0,31834.06,4301.9,1290.57,2796.235,51.6228,43.019,258.11400000000003,2.58114
1869,Ibiá,-19.4749,-46.5474,352,2987.0,6528.0,834315.0,617393.1,83431.5,25029.449999999997,54230.475,1001.178,834.315,5005.89,50.0589
1870,Japaraíba,-20.1442,-45.5015,127,628.0,1491.0,69055.0,51100.7,6905.5,2071.65,4488.575,82.86599999999999,69.055,414.33,4.1433
1871,Cristália,-16.716,-42.8571,18,1089.0,2587.0,23300.0,17242.0,2330.0,699.0,1514.5,27.959999999999997,23.3,139.8,1.398
1872,São Tomás de Aquino,-20.7791,-47.0962,143,3500.0,6776.0,86670.0,64135.8,8667.0,2600.1,5633.55,104.00399999999999,86.67,520.02,5.2002
1873,Rio Piracicaba,-19.9284,-43.1829,105,76.0,118.0,46800.0,34632.0,4680.0,1404.0,3042.0,56.16,46.800000000000004,280.8,2.808
1874,Crucilândia,-20.3923,-44.3334,85,4234.0,6842.0,58621.0,43379.54,5862.1,1758.6299999999999,3810.3650000000002,70.34519999999999,58.621,351.726,3.51726
1875,Santana de Pirapama,-18.9962,-44.0409,131,4514.0,7402.0,112951.0,83583.74,11295.1,3388.5299999999997,7341.8150000000005,135.54119999999998,112.95100000000001,677.706,6.7770600000000005
1876,Alagoa,-22.171,-44.6413,20,8581.0,16800.0,13844.0,10244.56,1384.4,415.32,899.86,16.612799999999996,13.844,83.06400000000001,0.83064
1877,São Domingos do Prata,-19.8678,-42.971,199,3081.0,6249.0,131161.0,97059.14,13116.1,3934.83,8525.465,157.39319999999998,131.161,786.966,7.8696600000000005
1878,Veredinha,-17.3974,-42.7307,58,16620.0,28823.0,51085.0,37802.9,5108.5,1532.55,3320.525,61.30199999999999,51.085,306.51,3.0651
1879,Pirapetinga,-21.6554,-42.3434,130,22237.0,43366.0,54566.0,40378.84,5456.6,1636.98,3546.79,65.47919999999999,54.566,327.396,3.27396
1880,Martins Soares,-20.2546,-41.8786,45,243.0,391.0,24317.0,17994.58,2431.7,729.51,1580.605,29.1804,24.317,145.90200000000002,1.45902
1881,Ponto Chique,-16.6282,-45.0588,17,12890.0,31126.0,7253.0,5367.22,725.3,217.58999999999997,471.44500000000005,8.7036,7.253,43.518,0.43518
1882,São Vicente de Minas,-21.7042,-44.4431,49,3230.0,5785.0,34304.0,25384.96,3430.4,1029.12,2229.76,41.1648,34.304,205.824,2.05824
1883,Monte Azul,-15.1514,-42.8718,369,133.0,280.0,258535.0,191315.9,25853.5,7756.049999999999,16804.775,310.242,258.535,1551.21,15.5121
1884,Bom Jesus do Galho,-19.836,-42.3165,185,616.0,1196.0,165409.0,122402.66,16540.9,4962.2699999999995,10751.585000000001,198.49079999999998,165.409,992.4540000000001,9.92454
1885,Ubaí,-16.2885,-44.7783,24,5642.0,10566.0,23797.0,17609.78,2379.7,713.91,1546.805,28.5564,23.797,142.78199999999998,1.42782
1886,Dom Joaquim,-18.961,-43.2544,21,3778.0,6272.0,17206.0,12732.44,1720.6,516.18,1118.39,20.647199999999998,17.206,103.236,1.03236
1887,Careaçu,-22.0424,-45.696,93,1655.0,5272.0,105450.0,78033.0,10545.0,3163.5,6854.25,126.53999999999999,105.45,632.7,6.327
1888,Conceição dos Ouros,-22.4078,-45.7996,97,3823.0,7687.0,64335.0,47607.9,6433.5,1930.05,4181.775000000001,77.202,64.33500000000001,386.01,3.8601
1889,Monte Santo de Minas,-21.1873,-46.9753,306,160.0,258.0,215302.0,159323.48,21530.2,6459.0599999999995,13994.630000000001,258.3624,215.302,1291.8120000000001,12.91812
1890,Chapada Gaúcha,-15.3014,-45.6116,99,11866.0,20846.0,61902.0,45807.48,6190.2,1857.06,4023.63,74.2824,61.902,371.412,3.71412
1891,Itumirim,-21.3171,-44.8724,53,955.0,1541.0,32157.0,23796.18,3215.7,964.7099999999999,2090.205,38.58839999999999,32.157000000000004,192.942,1.9294200000000001
1892,Papagaios,-19.4419,-44.7468,260,3966.0,6545.0,683880.0,506071.2,68388.0,20516.399999999998,44452.2,820.656,683.8800000000001,4103.28,41.0328
1893,Pirajuba,-19.9092,-48.7027,128,5.0,8.0,58668.0,43414.32,5866.8,1760.04,3813.42,70.40159999999999,58.668,352.008,3.52008
1894,Santo Antônio do Amparo,-20.943,-44.9176,152,84.0,138.0,150159.0,111117.66,15015.9,4504.7699999999995,9760.335000000001,180.19079999999997,150.159,900.9540000000001,9.00954
